"","job.c_lhs","growt_lhs","auto._lhs","auto._lhs.1","hts.w_lhs","HH.Mo_lhs","auto._lhs.2","job.control.total","growth.capacity.file","auto.accessibility.beta","auto.operating.costs","hts.work.tlfd","HH.Moves.UEC.FileName","auto.peak.sov.skim.2015"
"1",0.477930340861436,0.2535910448879,0.868079745317809,0.933845018567517,0.135029784372309,0.851814659719588,0.939390749461018,0.238965170430718,1.12679552244395,-0.28,11.63,20.2035301618271,0.888860994789691,1
"2",0.0731434045338537,0.180666557763238,0.0196185861653648,0.404448763228487,0.711806599612581,0.147870606883429,0.856986182730179,0.0365717022669269,1.09033327888162,-0.15,6.23,30.4701574731039,0.360902955162572,1
"3",0.739402636576211,0.819352131931111,0.311121898651123,0.893990613096161,0.94193572971574,0.234939029850531,0.488407482102513,0.369701318288106,1.40967606596556,-0.2,11.22,34.5664559889402,0.426204272387898,0
"4",0.717772180330008,0.2303882153132,0.00803262790781446,0.700396214288892,0.764958923527505,0.407522330810083,0.130673792657442,0.358886090165004,1.1151941076566,-0.15,9.24,31.4162688387896,0.555641748107562,0
"5",0.910010206686566,0.351505596571369,0.381752790449653,0.757451706958236,0.715764616576023,0.392562582415761,0.64473540572566,0.455005103343283,1.17575279828568,-0.21,9.83,30.5406101750532,0.544421936811821,1
"6",0.830730329097249,0.743340490213362,0.182697492228821,0.81053955330071,0.56487891858723,0.220075655993307,0.379376636961941,0.415365164548624,1.37167024510668,-0.18,10.37,27.8548447508527,0.41505674199498,0
"7",0.271640494304243,0.74502532318118,0.78720694839349,0.251633805076359,0.268906062740367,0.0804958958087955,0.86417726883525,0.135820247152122,1.37251266159059,-0.27,4.67,22.5865279167785,0.310371921856597,1
"8",0.71675468286965,0.620019743031589,0.391619844788453,0.374568540341221,0.999151367743965,0.447051492011175,0.837041903403588,0.358377341434825,1.31000987151579,-0.21,5.92,35.5848943458426,0.585288619008381,1
"9",0.977176743572345,0.491244874295779,0.0657893108394928,0.219173625290161,0.00796941964305006,0.518491235287394,0.0773963993524667,0.488588371786172,1.24562243714789,-0.16,4.34,17.9418556696463,0.638868426465546,0
"10",0.307509859573795,0.32883438797947,0.566056099698879,0.840084199885372,0.170932648471091,0.660958229623735,0.22139667919511,0.153754929786897,1.16441719398974,-0.23,10.67,20.8426011427854,0.745718672217801,0
"11",0.847497970516561,0.0474004591845442,0.65321773068374,0.965748647225788,0.820654516799143,0.488520452808356,0.408209185987478,0.42374898525828,1.02370022959227,-0.25,11.95,32.4076503990247,0.616390339606267,0
"12",0.301736354648601,0.52152006751881,0.413167008537566,0.876540531192441,0.681377766134683,0.982878823065432,0.49686972520058,0.150868177324301,1.2607600337594,-0.21,11.04,29.9285242371974,0.987159117299074,0
"13",0.1422854960158,0.490300158853177,0.37835370370117,0.196463118393207,0.29554933980573,0.649478740701219,0.872815240435302,0.0711427480079001,1.24515007942659,-0.21,4.1,23.060778248542,0.737109055525914,1
"14",0.87618194310111,0.525970993318362,0.743637045002542,0.507943196493201,0.446520417002263,0.370831536641112,0.0989710647983011,0.438090971550555,1.26298549665918,-0.26,7.28,25.7480634226403,0.528123652480834,0
"15",0.782028515251586,0.845175701659173,0.432828263339587,0.81362406208925,0.312774401322938,0.542766679633409,0.0542426520434674,0.391014257625793,1.42258785082959,-0.21,10.4,23.3673843435483,0.657075009725057,0
"16",0.559239164327504,0.942286060617073,0.872076480397489,0.300085476138163,0.491566956377123,0.0984949946149718,0.122275384552311,0.279619582163752,1.47114303030854,-0.28,5.16,26.5498918235128,0.323871245961229,0
"17",0.36753610670846,0.761514006906189,0.44403975378233,0.297427569730673,0.873056900428608,0.746386792527745,0.945569257872878,0.18376805335423,1.38075700345309,-0.22,5.13,33.3404128276292,0.809790094395808,1
"18",0.577133655352984,0.378152237558505,0.203300665296614,0.781382387496764,0.284199468548875,0.828843204752309,0.865310485864757,0.288566827676492,1.18907611877925,-0.18,10.07,22.85875054017,0.871632403564232,1
"19",0.787335086278385,0.0146833212312777,0.265550555258291,0.180120808805805,0.151730977173662,0.917404349791585,0.425130367048085,0.393667543139192,1.00734166061564,-0.19,3.94,20.5008113936912,0.938053262343688,0
"20",0.268812901060563,0.516893006556435,0.330933463417925,0.175820432700217,0.795458051449852,0.400898484825855,0.499319589828141,0.134406450530281,1.25844650327822,-0.2,3.89,31.9591533158074,0.550673863619391,0
"21",0.896334980658023,0.621700347830774,0.225071553325746,0.557519886878086,0.154695381519618,0.749719801156316,0.0487318877265789,0.448167490329011,1.31085017391539,-0.18,7.79,20.5535777910492,0.812289850867237,0
"22",0.670953376636142,0.353994463213254,0.238379887037678,0.260957237668801,0.490584166054614,0.376321007711114,0.581095140701393,0.335476688318071,1.17699723160663,-0.19,4.76,26.5323981557721,0.532240755783336,1
"23",0.612157020907151,0.350134987444384,0.642732696560677,0.450273812341737,0.807976882553427,0.661372449159622,0.343118378035491,0.306078510453575,1.17506749372219,-0.25,6.69,32.181988509451,0.746029336869717,0
"24",0.729134220018052,0.574217547838576,0.894888294565957,0.913959741576109,0.431181900812546,0.0379669088535011,0.560246830420569,0.364567110009026,1.28710877391929,-0.28,11.42,25.4750378344633,0.278475181640126,1
"25",0.70257712988928,0.464115949960425,0.576052591406042,0.548447265118361,0.863293712766375,0.802399085849756,0.515878479368519,0.35128856494464,1.23205797498021,-0.24,7.69,33.1666280872415,0.851799314387317,1
"26",0.939718290420482,0.270984369464917,0.770001910712337,0.928493666440714,0.377360887944931,0.0662638747605961,0.980286381471436,0.469859145210241,1.13549218473246,-0.27,11.57,24.5170238054198,0.299697906070447,1
"27",0.034619926329935,0.194855214308016,0.117557596645551,0.754174281557556,0.13618158657942,0.338163597623585,0.905723035922041,0.0173099631649675,1.09742760715401,-0.17,9.79,20.2240322411137,0.503622698217689,1
"28",0.527960323727923,0.30091780299833,0.125425121857785,0.318505234141834,0.828782588947797,0.856734260602389,0.319460265184054,0.263980161863961,1.15045890149917,-0.17,5.35,32.5523300832708,0.892550695451791,0
"29",0.419599512323737,0.834957628969802,0.470677803740138,0.917412508244626,0.642415420495439,0.187103356841486,0.608884517358849,0.209799756161869,1.4174788144849,-0.22,11.46,29.2349944848188,0.390327517631114,1
"30",0.59998716055206,0.571591654536082,0.0939046272437554,0.74730753786955,0.543675971989753,0.745735802229959,0.733407512200531,0.29999358027603,1.28579582726804,-0.16,9.72,27.4774323014176,0.80930185167247,1
"31",0.325830791447079,0.087604003484128,0.185470313088736,0.672154890748905,0.506003701341571,0.758926947171334,0.205949097402859,0.162915395723539,1.04380200174206,-0.18,8.96,26.80686588388,0.819195210378501,0
"32",0.327502625689376,0.576226437513949,0.675862200560514,0.292363490638323,0.459489985575667,0.699947236634092,0.960557592531201,0.163751312844688,1.28811321875697,-0.25,5.08,25.9789217432469,0.774960427475569,1
"33",0.758028845411027,0.0779084828298073,0.979134245492052,0.937297349142842,0.278226792799775,0.655155072540976,0.37409461145848,0.379014422705513,1.0389542414149,-0.3,11.66,22.752436911836,0.741366304405732,0
"34",0.523567411372904,0.732865049017128,0.273033218783559,0.0418969739959575,0.342846695490647,0.07569177084486,0.342658106258838,0.261783705686452,1.36643252450856,-0.19,2.53,23.9026711797335,0.306768828133645,0
